DATETIME,Level
2017-09-01T13:45:00,2273.919678
2017-09-01T13:46:00,2274.140788
2017-09-01T13:47:00,2274.221191
2017-09-01T13:48:00,2274.000081
2017-09-01T13:49:00,2273.919678
2017-09-01T13:50:00,2274.140788
2017-09-01T13:51:00,2274.000081
2017-09-01T13:52:00,2274.140788
2017-09-01T13:53:00,2274.221191
2017-09-01T13:54:00,2275.282305
2017-09-01T13:55:00,2274.872285
2017-09-01T13:56:00,2274.582935
2017-09-01T13:57:00,2274.623096
2017-09-01T13:58:00,2275.427002
2017-09-01T13:59:00,2275.266227
2017-09-01T14:00:00,2275.18584
2017-09-01T14:01:00,2274.221191
2017-09-01T14:02:00,2274.296509
2017-09-01T14:03:00,2275.12561
2017-09-01T14:04:00,2275.427002
2017-09-01T14:05:00,2274.221191
2017-09-01T14:06:00,2274.183502
2017-09-01T14:07:00,2275.125529
2017-09-01T14:08:00,2273.96993
2017-09-01T14:09:00,2275.301392
2017-09-01T14:10:00,2274.045288
2017-09-01T14:11:00,2275.238586
2017-09-01T14:12:00,2275.238586
